27.71110535	82.70109558
27.70763397	82.65790558
27.69694138	82.61720276
27.69027328	82.59803772
27.68527222	82.5680542
27.67277145	82.47886658
27.67221642	82.45207214
27.67749596	82.4294281
27.69083023	82.40609741
27.7591629	82.30429077
27.77805328	82.27832031
27.86416245	82.14888
27.91415405	82.06639862
27.9186058	82.0433197
27.92221832	81.99971008
27.91305161	81.96949768
27.88749695	81.93692017
27.85492706	81.90105438
27.91082764	81.78082275
27.95582962	81.72692871
28.01888657	81.60748291
28.08437157	81.4787674
28.16610718	81.37442017
28.16388321	81.29803467
28.32471848	81.2224884
28.36666298	81.19358826
28.36916351	81.18887329
28.37527466	81.16693115
28.38249588	81.13916016
28.39332962	81.09414673
28.40304947	81.03137207
28.44554901	80.93025208
28.57860947	80.70471191
28.65360641	80.58499146
28.68527222	80.54136658
28.67138481	80.51901245
28.65527344	80.50589752
28.62110901	80.51081848
28.58999634	80.47221375
28.62499619	80.38749695
28.69291115	80.31665039
28.74749565	80.25026703
28.79360962	80.15081787
28.82992744	80.06137085
28.89832878	80.05220032
28.92430115	80.05761719
28.94944	80.06971741
29.12833023	80.19692993
29.16360855	80.24914551
29.20555115	80.2877655
29.27861023	80.30192566
29.30888557	80.30615997
29.32020569	80.28567505
29.42298126	80.23802948
29.4830513	80.29026794
29.49860382	80.31303406
29.5213871	80.34609985
29.60138512	80.40846252
29.63999558	80.4165802
29.66082954	80.39652252
29.6812439	80.38415527
29.74020386	80.37500763
29.78569222	80.41581726
29.79652596	80.4433136
29.79825974	80.48282623
29.84464836	80.53727722
29.90999603	80.57415771
29.9496479	80.59546661
29.96291161	80.62553406
29.96332932	80.65942383
29.97027206	80.67886353
30.01958084	80.74401093
30.14096832	80.87414551
30.18110657	80.94303894
30.20435333	81.02536011
30.1761055	81.04443359
30.1286087	81.07388306
30.08472061	81.09609985
30.01944351	81.11943054
30.03041458	81.16095734
30.01777649	81.19984436
30.01194382	81.23220825
30.02874756	81.25332642
30.05638504	81.2474823
30.06721878	81.27859497
30.07805252	81.29859924
30.1724968	81.38082123
30.26555252	81.39276123
30.31527328	81.39096069
30.37555122	81.40859985
30.38499641	81.42623138
30.37722015	81.44692993
30.35943985	81.46638489
30.34152412	81.49359894
30.33207893	81.54567719
30.35832977	81.55053711
30.38443947	81.56053162
30.42471695	81.63025665
30.41916275	81.65498352
30.3924942	81.7280426
30.36374664	81.80831909
30.37666321	81.8530426
30.36388397	81.9513855
30.33444214	82.11122894
30.12041283	82.15123749
30.06923294	82.17525482
30.07499695	82.22491455
30.01027679	82.42082214
29.89221954	82.59860229
29.83832932	82.65235138
29.7338829	82.7766571
29.66693878	82.87206268
29.69062042	82.9082489
29.66999626	82.99859619
29.65832901	83.01805115
29.62332916	83.0599823
29.62207985	83.12081146
29.63305283	83.16499329
29.63166237	83.19108582
29.57999802	83.25749207
29.49055099	83.35443115
29.46610641	83.37915039
29.43763351	83.37747955
29.41638565	83.38053894
29.3655529	83.41442871
29.18902397	83.54790497
29.16471863	83.6059494
29.1658287	83.62858582
29.16943741	83.63610077
29.16333008	83.67227173
29.18388367	83.68830872
29.20638275	83.69511414
29.22888184	83.72053528
29.24277115	83.75082397
29.28971863	83.91249084
29.29694176	83.97609711
29.26097107	84.11650848
29.2097168	84.18095398
29.18332863	84.18039703
29.15666199	84.15943146
29.12999725	84.16207123
29.05388641	84.23997498
28.97610474	84.23275757
28.91888428	84.23692322
28.91360855	84.24443054
28.87180138	84.32652283
28.86332893	84.38859558
28.84916306	84.4055481
28.81249619	84.43026733
28.75916481	84.45915222
28.73402214	84.48622894
28.7124939	84.5708313
28.70277405	84.63638306
28.65152359	84.70845795
28.6072197	84.70310974
28.55194092	84.82331848
28.54444122	84.84664917
28.54207993	84.94720459
28.60388565	85.03166199
28.63422966	85.05226898
28.64138412	85.07221985
28.63666153	85.10693359
28.59103775	85.1951828
28.52999878	85.18193054
28.4652729	85.13512421
28.39582825	85.11360168
28.31638908	85.10331726
28.30666351	85.11095428
28.29527664	85.13998413
28.27861023	85.23692322
28.27222061	85.28387451
28.26361084	85.37664795
28.26638794	85.3972168
28.27972031	85.41387939
28.30013466	85.43692017
28.30166245	85.45887756
28.28249741	85.58360291
28.27916336	85.72137451
28.24263382	85.74248505
28.20610428	85.78082275
28.18527222	85.82054138
28.17360687	85.84721375
28.16733933	85.86942291
28.14860535	85.88777161
28.01305389	85.95166016
27.91013527	85.97637177
27.88624573	86.00540161
27.88805008	86.06971741
27.89082909	86.0894165
27.93534088	86.13596344
27.98082733	86.12387085
28.02694321	86.10386658
28.08673286	86.09622955
28.15805054	86.19769287
28.11235619	86.21457672
28.07208061	86.1969223
28.01138687	86.22304535
27.94499588	86.35206604
27.90888405	86.45137024
27.94027328	86.51776123
27.9597168	86.5377655
28.02416611	86.54109192
28.10041428	86.56943512
28.11305237	86.58860016
28.11166191	86.69526672
28.10055161	86.72859192
28.08222008	86.75610352
28.05596924	86.75610352
28.03055382	86.75999451
27.96971512	86.90359497
27.94763565	86.94707489
27.96325684	87.03255463
27.92430115	87.08651733
27.89124489	87.09707642
27.84402466	87.14151764
27.82305145	87.19274902
27.81638718	87.30609131
27.82221985	87.3291626
27.84305191	87.40887451
27.84027481	87.53665161
27.81485748	87.59054565
27.81361008	87.62608337
27.82888412	87.66053772
27.80499649	87.72053528
27.81305313	87.75138855
27.82499695	87.78027344
27.84388542	87.80456543
27.86971664	87.82527161
27.91069031	87.84900665
27.91721725	87.87261963
27.88999558	87.97692871
27.88582993	88.00305176
27.88860703	88.027771
27.89860725	88.0544281
27.89221954	88.09165955
27.86605453	88.14279175
27.86416245	88.15248108
27.84923172	88.18830872
27.78263664	88.18733978
27.68027496	88.14888
27.61194038	88.12067413
27.58715057	88.09338379
27.53333282	88.05693054
27.49645424	88.04734802
27.28360748	88.03471375
